user,item,cnt,daytime,weekday,isweekend,homework,cost,weather,country,city
352,26,15,night,saturday,weekend,unknown,free,sunny,United States,0
374,347,2,sunset,saturday,weekend,unknown,free,cloudy,India,505
57,200,108,evening,sunday,weekend,unknown,free,sunny,United States,0
275,103,16,morning,tuesday,workday,unknown,free,cloudy,United States,0
406,15,6,sunset,friday,weekend,unknown,paid,cloudy,United States,1038
135,17,11,night,friday,workday,home,free,sunny,Spain,369
241,5,4,afternoon,tuesday,workday,unknown,free,cloudy,Venezuela,0
380,275,1,afternoon,sunday,weekend,unknown,free,unknown,unknown,0
65,16,2,evening,thursday,workday,home,free,rainy,Denmark,0
80,59,63,noon,sunday,weekend,unknown,free,sunny,Spain,0
280,25,27,sunset,saturday,weekend,unknown,free,sunny,United States,0
551,350,6,evening,wednesday,workday,unknown,free,stormy,Ecuador,356
254,752,507,sunset,friday,weekend,unknown,free,sunny,United States,1004
97,595,24,afternoon,monday,workday,work,free,cloudy,Canada,135
120,908,4,morning,tuesday,workday,unknown,free,sunny,United States,0
374,5,1,morning,thursday,workday,unknown,free,cloudy,India,505
130,273,1,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
190,20,107,afternoon,monday,workday,unknown,free,cloudy,Norway,0
82,909,2,morning,saturday,weekend,unknown,free,cloudy,Morocco,673
344,910,1,evening,wednesday,workday,unknown,free,unknown,unknown,0
157,254,20,afternoon,friday,workday,unknown,free,foggy,Japan,641
106,9,2,afternoon,sunday,weekend,home,free,sunny,Taiwan,964
378,662,36,noon,saturday,weekend,work,free,cloudy,United States,0
400,25,2,noon,friday,workday,unknown,free,snowy,United States,1020
254,65,66,afternoon,wednesday,workday,unknown,free,sunny,United States,1004
290,38,10,afternoon,friday,workday,unknown,paid,cloudy,United Kingdom,0
71,16,120,morning,monday,workday,home,free,cloudy,United States,1022
262,635,160,night,friday,workday,unknown,free,sunny,Mexico,712
552,16,1,morning,thursday,workday,unknown,free,unknown,unknown,0
64,25,63,afternoon,monday,workday,home,free,sunny,Spain,369
33,74,14,night,tuesday,workday,unknown,free,foggy,Ecuador,356
170,21,50,morning,saturday,weekend,unknown,free,sunny,United Kingdom,0
47,167,84,morning,monday,workday,unknown,free,cloudy,Peru,799
23,74,208,night,sunday,weekend,unknown,free,cloudy,United Kingdom,0
142,17,22,night,saturday,weekend,unknown,free,unknown,unknown,0
308,71,4,evening,monday,workday,unknown,free,cloudy,Netherlands,784
290,262,4,noon,saturday,weekend,unknown,free,cloudy,United Kingdom,0
56,16,13,morning,saturday,weekend,unknown,free,cloudy,Mexico,0
541,78,4,evening,wednesday,workday,unknown,free,cloudy,Spain,379
187,170,384,sunset,thursday,workday,unknown,paid,cloudy,Peru,799
128,16,1127,evening,wednesday,workday,unknown,free,cloudy,Peru,802
219,757,1,evening,sunday,weekend,unknown,free,cloudy,United States,0
153,407,89,sunset,monday,workday,unknown,free,sunny,Mexico,728
239,143,3,afternoon,friday,workday,unknown,free,cloudy,Singapore,928
17,65,1,morning,wednesday,workday,unknown,free,unknown,Canada,128
51,552,45,evening,wednesday,workday,unknown,free,cloudy,Spain,369
379,311,1,evening,friday,weekend,unknown,free,cloudy,Peru,799
80,209,7,noon,friday,workday,work,free,cloudy,Spain,0
5,508,16,noon,saturday,weekend,home,free,cloudy,Spain,369
80,237,428,night,saturday,weekend,unknown,free,stormy,Spain,379
222,16,19,evening,thursday,workday,home,free,sunny,Croatia,419
257,92,7,sunset,wednesday,workday,unknown,free,rainy,United States,0
66,911,115,afternoon,friday,workday,unknown,free,sunny,United States,1022
402,912,1,evening,tuesday,workday,unknown,free,sunny,Canada,136
87,16,6,afternoon,saturday,weekend,unknown,free,cloudy,United States,1028
361,556,69,evening,thursday,workday,unknown,free,unknown,unknown,0
153,488,21,sunrise,friday,workday,unknown,free,cloudy,Mexico,694
13,16,2,evening,friday,weekend,home,free,cloudy,United Kingdom,0
96,25,1,sunset,saturday,weekend,home,free,sunny,Canada,0
12,624,3,night,thursday,workday,home,free,sunny,United States,0
360,25,1,evening,thursday,workday,work,free,sunny,Mexico,713
33,287,1,noon,monday,workday,unknown,free,foggy,Ecuador,356
543,167,2,night,tuesday,workday,unknown,free,cloudy,United States,0
14,21,91,afternoon,sunday,weekend,unknown,free,sunny,Greece,410
242,3,18,noon,thursday,workday,unknown,free,cloudy,Australia,25
553,166,1,afternoon,sunday,weekend,unknown,free,rainy,United Kingdom,0
44,518,1,evening,tuesday,workday,home,paid,cloudy,Spain,0
400,11,6,night,sunday,weekend,unknown,free,snowy,Spain,379
257,33,1194,evening,wednesday,workday,unknown,free,cloudy,United States,0
494,5,9,night,friday,workday,unknown,free,cloudy,Spain,369
158,126,8,noon,saturday,weekend,unknown,free,cloudy,France,386
256,913,20,evening,friday,weekend,unknown,free,cloudy,Spain,379
108,5,90,noon,saturday,weekend,home,free,cloudy,Germany,333
172,748,2,afternoon,friday,workday,home,free,rainy,United Kingdom,401
554,78,8,afternoon,thursday,workday,home,free,snowy,Canada,133
245,483,1,sunset,monday,workday,unknown,paid,unknown,United States,0
49,914,7,afternoon,tuesday,workday,home,free,sunny,Australia,0
355,25,8,noon,saturday,weekend,unknown,free,cloudy,Australia,24
77,83,2,sunset,thursday,workday,unknown,free,cloudy,United States,0
161,915,1,noon,wednesday,workday,unknown,free,cloudy,Spain,369
97,916,10,sunset,friday,weekend,work,free,cloudy,Canada,135
61,562,3,noon,friday,workday,unknown,free,unknown,unknown,0
355,301,91,morning,saturday,weekend,unknown,free,sunny,Australia,0
86,322,21,evening,friday,weekend,unknown,free,cloudy,United Kingdom,401
275,3,9,evening,tuesday,workday,unknown,free,cloudy,United States,0
64,11,2,morning,sunday,weekend,unknown,free,unknown,unknown,0
98,5,707,night,friday,workday,unknown,free,cloudy,Peru,799
97,917,4,afternoon,friday,workday,home,free,unknown,Canada,135
400,16,3,afternoon,friday,workday,unknown,free,cloudy,United States,1038
405,41,4,evening,tuesday,workday,unknown,free,cloudy,United States,1002
37,16,39,noon,thursday,workday,unknown,free,sunny,Canada,128
7,453,1,morning,thursday,workday,unknown,free,foggy,India,514
47,21,33,noon,thursday,workday,unknown,free,foggy,Peru,799
126,14,1,afternoon,saturday,weekend,unknown,free,cloudy,United States,0
38,33,4,evening,saturday,weekend,unknown,free,cloudy,Mexico,0
135,881,14,noon,saturday,weekend,unknown,free,unknown,Spain,369
131,918,6,afternoon,thursday,workday,unknown,free,cloudy,Taiwan,973
358,11,3,evening,wednesday,workday,unknown,free,sunny,Germany,0
78,138,1,afternoon,sunday,weekend,unknown,free,cloudy,Costa Rica,321
12,412,18,evening,friday,weekend,unknown,free,cloudy,United States,0
363,389,204,morning,saturday,weekend,unknown,paid,foggy,United Kingdom,0
223,919,199,night,wednesday,workday,unknown,free,cloudy,Mexico,712
359,103,573,sunset,sunday,weekend,unknown,free,cloudy,Peru,799
199,920,8,night,wednesday,workday,unknown,free,cloudy,United Kingdom,401
176,921,33,night,thursday,workday,unknown,free,unknown,unknown,0
39,21,15,afternoon,wednesday,workday,home,free,rainy,United States,1031
158,31,42,noon,saturday,weekend,unknown,free,cloudy,Spain,0
294,136,1,afternoon,sunday,weekend,home,free,unknown,United States,0
555,14,2,afternoon,tuesday,workday,unknown,free,cloudy,Estonia,0
463,17,1,noon,wednesday,workday,unknown,free,cloudy,United Kingdom,393
7,275,1,morning,sunday,weekend,unknown,free,sunny,India,514
216,187,6,evening,saturday,weekend,home,free,cloudy,Switzerland,147
144,922,19,morning,saturday,weekend,unknown,paid,cloudy,United States,1004
18,21,3,night,friday,workday,unknown,free,unknown,United States,0
219,159,1,night,monday,workday,unknown,free,cloudy,United States,0
331,923,10,afternoon,thursday,workday,unknown,free,cloudy,United States,0
215,16,116,noon,thursday,workday,unknown,free,sunny,United States,0
154,9,81,noon,monday,workday,unknown,free,foggy,United Kingdom,392
130,924,1,afternoon,tuesday,workday,unknown,free,cloudy,Spain,369
154,40,3,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,392
187,16,18,afternoon,sunday,weekend,unknown,free,foggy,Peru,799
12,58,4,evening,sunday,weekend,home,free,cloudy,United States,0
222,21,14,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
71,17,8,afternoon,monday,workday,unknown,free,sunny,United States,1022
295,598,27,evening,friday,weekend,unknown,paid,unknown,United States,1039
32,59,60,morning,thursday,workday,work,free,sunny,Spain,373
127,748,20,night,wednesday,workday,work,free,cloudy,Germany,0
254,925,80,sunrise,friday,workday,home,free,sunny,United States,1004
78,16,10,sunrise,tuesday,workday,unknown,free,foggy,Costa Rica,321
62,5,18,morning,tuesday,workday,unknown,free,stormy,unknown,0
16,307,1,afternoon,sunday,weekend,unknown,free,cloudy,Canada,133
428,926,8,evening,thursday,workday,unknown,free,cloudy,France,386
146,927,1,night,monday,workday,unknown,free,unknown,unknown,0
117,26,34,evening,tuesday,workday,unknown,free,cloudy,Chile,151
64,60,5,afternoon,thursday,workday,work,free,cloudy,Spain,369
556,9,1,noon,saturday,weekend,unknown,free,cloudy,United States,1020
195,801,56,evening,thursday,workday,unknown,free,rainy,Korea,649
51,11,13,afternoon,wednesday,workday,unknown,free,cloudy,Spain,369
13,20,2,noon,saturday,weekend,home,free,cloudy,United Kingdom,0
272,92,1,night,friday,workday,unknown,free,foggy,United States,0
167,16,379,sunset,tuesday,workday,unknown,free,cloudy,Peru,799
299,16,4,evening,monday,workday,unknown,free,sunny,United Kingdom,401
262,5,956,evening,thursday,workday,unknown,free,cloudy,Mexico,712
85,63,85,noon,monday,workday,unknown,free,sunny,United Kingdom,401
33,713,27,evening,tuesday,workday,unknown,free,foggy,Ecuador,356
516,116,1,morning,friday,workday,unknown,paid,cloudy,Mexico,712
87,21,40,evening,thursday,workday,unknown,free,rainy,United States,1003
13,9,16,night,saturday,weekend,unknown,free,sunny,United Kingdom,0
195,928,1,night,friday,workday,unknown,free,unknown,Korea,649
128,929,2,morning,sunday,weekend,unknown,free,cloudy,Peru,802
41,136,1,evening,sunday,weekend,unknown,free,cloudy,Mexico,0
159,930,1,afternoon,sunday,weekend,unknown,free,cloudy,Peru,799
160,5,30,morning,friday,workday,unknown,free,unknown,unknown,0
172,35,23,noon,tuesday,workday,home,free,cloudy,United Kingdom,401
91,16,8,morning,friday,workday,unknown,free,rainy,Colombia,0
31,21,6,night,thursday,workday,home,free,cloudy,Spain,369
195,343,142,afternoon,friday,workday,unknown,free,foggy,Korea,649
50,350,50,afternoon,friday,workday,unknown,free,cloudy,Peru,799
114,647,2,sunset,saturday,weekend,unknown,free,sunny,United States,0
64,21,3,sunset,saturday,weekend,unknown,free,cloudy,Spain,0
188,21,2,sunrise,wednesday,workday,unknown,free,stormy,United States,0
17,25,30,afternoon,monday,workday,unknown,free,cloudy,Canada,128
26,53,119,morning,friday,workday,work,free,sunny,Israel,0
87,215,36,afternoon,saturday,weekend,unknown,free,rainy,United States,1003
138,11,169,morning,monday,workday,unknown,free,sunny,Mexico,713
23,78,30,evening,tuesday,workday,unknown,free,cloudy,United Kingdom,0
272,931,1,evening,sunday,weekend,unknown,free,unknown,United States,0
484,504,9,morning,sunday,weekend,unknown,free,unknown,unknown,0
32,31,3,evening,thursday,workday,home,free,sunny,Spain,373
266,17,20,sunset,wednesday,workday,unknown,free,unknown,unknown,0
170,40,15,afternoon,sunday,weekend,unknown,free,rainy,United Kingdom,0
273,25,706,afternoon,tuesday,workday,unknown,free,sunny,United States,0
79,58,9,evening,tuesday,workday,unknown,free,unknown,unknown,0
8,828,2,afternoon,tuesday,workday,home,free,foggy,Canada,129
526,239,2,morning,saturday,weekend,unknown,free,cloudy,Australia,28
49,16,21,sunset,friday,weekend,home,free,sunny,Australia,0
359,21,44,evening,monday,workday,unknown,free,cloudy,Peru,799
147,16,9,evening,saturday,weekend,unknown,free,sunny,Spain,369
269,374,4,sunrise,friday,workday,unknown,free,sunny,Serbia,0
339,11,5,sunrise,tuesday,workday,unknown,free,cloudy,Peru,799
230,29,534,evening,monday,workday,unknown,free,cloudy,Ecuador,355
53,95,1,evening,wednesday,workday,unknown,paid,cloudy,Spain,369
52,148,27,morning,wednesday,workday,unknown,free,cloudy,United Kingdom,390
269,26,2,morning,sunday,weekend,unknown,free,sunny,Serbia,0
284,262,8,evening,thursday,workday,unknown,free,cloudy,United Kingdom,401
123,932,156,sunrise,friday,workday,home,free,cloudy,United States,0
245,9,9,sunset,thursday,workday,unknown,free,cloudy,United States,0
50,16,27,noon,tuesday,workday,unknown,free,foggy,Peru,799
68,5,13,morning,monday,workday,home,free,cloudy,Israel,0
91,25,41,evening,thursday,workday,home,free,cloudy,Colombia,0
96,3,484,evening,thursday,workday,unknown,free,sunny,Canada,0
399,615,1,afternoon,saturday,weekend,work,free,cloudy,Spain,0
272,44,1011,sunset,friday,weekend,unknown,free,sunny,United States,0
557,58,9,morning,saturday,weekend,home,free,foggy,Mexico,730
200,16,1,evening,friday,weekend,unknown,free,unknown,Ireland,452
116,16,10,evening,thursday,workday,unknown,free,unknown,unknown,0
558,33,1,evening,wednesday,workday,home,free,cloudy,Switzerland,0
293,26,334,noon,saturday,weekend,unknown,free,cloudy,United States,1007
168,25,8,sunset,wednesday,workday,unknown,free,foggy,United States,0
216,672,3,morning,thursday,workday,unknown,free,cloudy,Bulgaria,0
247,162,3,sunset,friday,weekend,unknown,free,sunny,United States,0
12,24,10,sunset,thursday,workday,unknown,free,unknown,United States,0
289,10,162,afternoon,wednesday,workday,unknown,free,sunny,United States,0
312,80,40,morning,saturday,weekend,unknown,free,cloudy,United States,0
49,5,43,morning,friday,workday,home,free,sunny,Australia,0
167,21,132,afternoon,tuesday,workday,unknown,free,cloudy,Peru,799
264,65,6,afternoon,saturday,weekend,home,free,cloudy,Spain,0
215,353,43,morning,wednesday,workday,unknown,free,cloudy,United States,0
45,98,1,evening,monday,workday,unknown,free,unknown,Spain,378
12,16,2777,night,saturday,weekend,home,free,sunny,United States,0
194,99,192,evening,tuesday,workday,home,free,stormy,New Zealand,789
225,43,2,afternoon,wednesday,workday,unknown,free,sunny,United States,1021
32,21,1,morning,tuesday,workday,work,free,cloudy,Spain,373
310,20,242,afternoon,saturday,weekend,unknown,free,stormy,United States,0
68,214,48,evening,tuesday,workday,work,free,cloudy,Israel,454
45,436,1,evening,monday,workday,unknown,free,unknown,Spain,378
97,716,14,sunrise,thursday,workday,home,free,cloudy,Canada,135
245,216,45,noon,sunday,weekend,unknown,free,sunny,United States,0
12,24,71,sunset,wednesday,workday,home,free,sunny,United States,0
167,39,1,noon,thursday,workday,unknown,free,foggy,Peru,799
54,5,23,sunrise,wednesday,workday,unknown,free,sunny,Cyprus,0
37,301,33,noon,saturday,weekend,unknown,free,cloudy,Canada,128
12,124,165,noon,saturday,weekend,home,free,foggy,United States,0
76,5,1,afternoon,tuesday,workday,work,free,cloudy,Italy,596
96,933,1,sunset,wednesday,workday,unknown,free,drizzle,Canada,0
64,40,19,morning,saturday,weekend,unknown,free,cloudy,Spain,369
165,26,1,morning,thursday,workday,unknown,free,cloudy,Peru,799
168,16,2,afternoon,wednesday,workday,unknown,free,unknown,United States,1048
240,33,236,evening,wednesday,workday,work,free,sunny,United States,1051
287,36,2,evening,friday,weekend,unknown,free,unknown,unknown,0
424,25,28,night,sunday,weekend,unknown,free,cloudy,Canada,133
26,21,13,morning,sunday,weekend,unknown,free,cloudy,Israel,0
56,934,6,afternoon,saturday,weekend,unknown,free,cloudy,Mexico,724
213,935,1,evening,saturday,weekend,unknown,free,sunny,Australia,0
68,5,21,evening,saturday,weekend,home,free,cloudy,Israel,0
232,20,1,morning,sunday,weekend,home,free,sunny,United States,1002
109,16,30,afternoon,saturday,weekend,unknown,free,sunny,United States,1003
208,936,1,evening,friday,weekend,unknown,free,cloudy,United Kingdom,400
57,33,12,night,thursday,workday,home,free,cloudy,United States,0
289,21,7,night,thursday,workday,unknown,free,unknown,United States,0
282,5,15,afternoon,thursday,workday,unknown,free,sunny,India,535
243,36,8,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,394
249,40,252,evening,wednesday,workday,home,free,cloudy,United Kingdom,0
12,25,13,evening,wednesday,workday,home,free,sunny,United States,0
6,305,10,morning,wednesday,workday,work,free,cloudy,Spain,369
41,254,1,evening,sunday,weekend,unknown,free,sunny,Mexico,0
347,40,1,evening,sunday,weekend,unknown,free,cloudy,Peru,799
37,78,9,night,thursday,workday,unknown,free,sunny,Canada,128
34,16,14,morning,tuesday,workday,unknown,free,rainy,United Kingdom,0
15,319,2809,afternoon,monday,workday,unknown,free,cloudy,Peru,799
113,5,28,sunset,thursday,workday,work,free,cloudy,Spain,369
174,35,285,noon,sunday,weekend,unknown,free,cloudy,Israel,454
23,65,39,noon,friday,workday,home,free,cloudy,United Kingdom,0
199,169,1843,afternoon,friday,workday,unknown,free,cloudy,United Kingdom,401
262,16,15,afternoon,sunday,weekend,unknown,free,sunny,Mexico,712
272,44,12,evening,thursday,workday,unknown,free,rainy,United States,0
239,321,12,evening,thursday,workday,unknown,free,sunny,Singapore,928
559,21,23,noon,sunday,weekend,unknown,free,unknown,unknown,0
254,282,155,evening,wednesday,workday,home,free,sunny,United States,1004
476,92,7,afternoon,friday,workday,work,free,unknown,Australia,31
37,301,10,night,sunday,weekend,home,free,sunny,Canada,128
272,352,29,evening,friday,weekend,unknown,free,cloudy,United States,0
93,5,1,noon,thursday,workday,unknown,free,unknown,Netherlands,0
10,35,98,afternoon,friday,workday,unknown,free,stormy,Spain,373
390,3,3,evening,friday,weekend,unknown,free,sunny,United States,0
258,575,3,morning,sunday,weekend,unknown,free,cloudy,Spain,369
120,937,2,afternoon,sunday,weekend,unknown,free,unknown,United States,0
208,17,36,sunrise,monday,workday,unknown,free,cloudy,United Kingdom,400
